Next Form Tour,Nästa Formulär Tur,
Next Schedule Date,Nästa Schema Datum,
Next State,Nästa Tillstånd,
Next Step Condition,Nästa Steg Villkor,
Next Sync Token,Nästa Synkronisering Token,
Next on Click,Nästa på Klick,
No,Nej,
No Copy,Ingen Kopia,
No of Rows (Max 500),Antal Rader (Max 500),
Non Negative,Ej Negativ,
None,Ingen,
Normalized Copies,Normaliserade Kopior,
Normalized Query,Normaliserad Fråga,
Not Helpful,Inte Hjälpsam,
Not Sent,Ej Skickad,
Note,Notera,
Note Seen By,Avisering Visad Av,
Note: By default emails for failed backups are sent.,Obs: Som standard skickas E-post meddelande för misslyckade säkerhetskopior.,
"Note: For best results,  images must be of the same size and width must be greater than height.",Obs: För bästa resultat måste bilderna ha samma storlek och bredden måste vara större än höjden.,
Note: Multiple sessions will be allowed in case of mobile device,Obs: Flera sessioner kommer att tillåtas i fall av mobil enhet,
Notification,Aviseringar,
Notification Log,Avisering Logg,
Notification Recipient,Avisering Mottagare,
Notification Settings,Avisering Inställningar,
Notification Subscribed Document,Avisering Prenumererad Dokument,
Notifications,Aviseringar,
Notifications and bulk mails will be sent from this outgoing server.,Aviseringar och Mass E-post kommer att skickas från utgående server.,
Notify Users On Every Login,Avisera Användare vid varje Inloggning,
Notify by Email,Avisera via E-post,
Notify by email,Avisera via E-post,
Notify if unreplied,Avisera om Obesvarad,
Notify if unreplied for (in mins),Avisera om Obesvarade för (i minuter),
Notify users with a popup when they log in,Avisera Användare med Meddelande vid första Inloggning,
Number,siffra,
Number Card,Nummer Kort,
Number Card Link,Nummer Kort Länk,
Number Card Name,Nummer Kort Namn,
Number Cards,Nummer Kort,
Number Format,Nummer Format,
Number of Backups,Antal Säkerhetskopior,
Number of DB Backups,Antal Databas Säkerhetskopior,
Number of Groups,Antal Grupper,
Number of Queries,Antal Frågor,
Number of columns for a field in a Grid (Total Columns in a grid should be less than 11),Antal kolumner för fält i Rutnät (Totalt Antal kolumner i rutnät ska vara mindre än 11),
Number of columns for a field in a List View or a Grid (Total Columns should be less than 11),Antal kolumner för fält i Lista Vy eller Rutnät (Totalt anta kolumner ska vara mindre än 11),
Number of days after which the document Web View link shared on email will be expired,Antal dagar efter vilka dokument Webb Vy länk delad i e-post kommer att förfalla,
Number of keys,Antal Nycklar,
Number of onsite backups,Antal Lokala Säkerhetskopior,
OAuth,OAuth,
OAuth Authorization Code,OAuth Behörighet Kod,
OAuth Bearer Token,OAuth Bärar Token,
OAuth Client,OAuth Klient,
OAuth Client ID,OAuth Klient ID,
OAuth Client Role,OAuth Klient Roll,
OAuth Provider Settings,OAuth Inställningar,
OAuth Scope,OAuth omfattning,
OPTIONS,ALTERNATIV,
OTP App,OTP App,
OTP Issuer Name,OTP Utgivarens Namn,
Occurrences,Förekommanden,
Off,Av,
Office,Kontor,
Office 365,Office 365,
Offset X,Offset X,
Offset Y,Offset Y,
Older backups will be automatically deleted,Äldre Säkerhetskopior raderas automatiskt,
Oldest Unscheduled Job,Äldst Ej Schemalagd Jobb,
On Hold,Placerad i kö,
On Payment Authorization,Vid Betalning Auktorisering,
"On checking this option, URL will be treated like a jinja template string",Om vald kommer detta URL att behandlas som en jinja mall sträng,
Onboard,Introduktion,
Onboarding Permission,Introduktion Behörighet,
Onboarding Status,Introduktion Status,
Onboarding Step,Introduktion Steg,
Onboarding Step Map,Introduktion Steg Mapp,
"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.","När de godkänts kan inte godkännda dokument ändras, De kan bara annulleras och sen ändras.",
Only Allow Edit For,Tillåt Redigering Endast för,
Only Send Records Updated in Last X Hours,Skicka endast poster som uppdaterades under senaste X timmarna,
Only change this if you want to use other S3 compatible object storage backends.,Ändra endast detta om du vill använda andra S3-kompatibla objekt lagring backends.,
Only for,Endast för,
Open,Öppen,
Open Documents,Öppna Dokument,
Open Reference Document,Öppna Referens Dokument,
Open URL in a New Tab,Öppna URL i ny Flik,
Open a dialog with mandatory fields to create a new record quickly,Öppna dialogruta med erfodrade fält för att snabbt skapa ny post,
OpenID Configuration,OpenID Konfiguration,
OpenLDAP,OpenLDAP,
Opened,Öppnad,
Operation,Funktion,
Optional: Always send to these ids. Each Email Address on a new row,Tillval: Skicka alltid dessa ID. Varje E-post på ny rad,
Optional: The alert will be sent if this expression is true,Tillval: Avisering kommer att skickas om detta uttryck är sant,
Options,Val,
Options Help,Alternativ Hjälp,
Orange,Orange,
Order,Order,
Org History,Bolag Historik,
Org History Heading,Bolag Historik Huvud Rubrik,
Other,Annat,
Outgoing (SMTP) Settings,Utgående (SMTP) Inställningar,
Outgoing Emails (Last 7 days),Utgående E-post (Senaste 7 dagar),
Outgoing Server,Utgående E-post Server,
Outgoing Settings,Utgående E-post Inställningar,
Outlook.com,Outlook.com,
Output,Utmatning,
PATCH,PATCH,
PDF Page Height (in mm),PDF Sida Höjd (i mm),
PDF Page Size,PDF Sida Storlek,
PDF Page Width (in mm),PDF Sida Bredd (i mm),
PDF Settings,PDF Inställningar,
PID,PID,
POST,POST,
PUT,PUT,
Package,App,
Package Import,App Import,
Package Name,App Namn,
Package Release,App Utgåva,
Page,Sida,
Page Break,Sidbrytning,
Page Builder,Webb Redigerare,
Page Building Blocks,Websida Mallar,
Page HTML,Sida HTML,
Page Name,Sida Namn,
Page Number,Sida Nummer,
Page Route,Sida Sökväg,
Page Settings,Utskrift Inställningar,
Page Title,Sida Titel,
"Page to show on the website
","Sida som ska visas på webbplats
",
Parameter,Parameter,
Parent DocType,Överordnad DocType,
Parent Document Type,Överordnad Dokument Typ,
Parent Element Selector,Överordnad Element Väljare,
Parent Field,Överordnad Fält,
Parent Field (Tree),Överordnad Fält (Träd),
Parent Label,Överordnad Etikett,
Parent Page,Överordnad Sida,
Partial,Delvis,
Partial Success,Delvis Klar,
Partially Sent,Delvis Skickad,
Participants,Deltagare,
Pass,Passera,
Passive,Passiv,
Password,Lösenord,
Password Reset Link Generation Limit,Maximum Antal Lösenord Återställning Länkar per timme,
Password for Base DN,Lösenord för Base DN,
Patch,Patch,
Patch Log,Patch Logg,
Path,Väg,
Path to CA Certs File,Sökväg till CA Cert Fil,
Path to Server Certificate,Sökväg till Server Certifikat,
Path to private Key File,Sökväg till Privat Nyckel Fil,
Payload Count,Payload Antal,
Peak Memory Usage,Högsta Minnesanvändning,
Pending,Väntar,
Pending Approval,Godkännande Kö,
Pending Emails,E-post Kö,
Pending Jobs,Jobb Kö,
Pending Verification,Verifiering Kö,
Percent,Procent,
Percentage,Procentsats,
Period,Period,
Perm Level,Behörighet Nivå,
Permanent,Permanent,
Permission Inspector,Behörighet Granskare,
Permission Level,Behörighet Nivå,
Permission Query,Behörighet Fråga,
Permission Rules,Behörighet Regler,
Permission Type,Behörighet Typ,
Permissions,Behörigheter,
Permitted Documents For User,Tillåtna Dokument för Användare,
Permitted Roles,Tillåtna Roller,
Personal,Personligt,
Personal Data Deletion Request,Personlig Data Borttagning Begäran,
Personal Data Deletion Step,Personlig Data Borttagning Steg,
Personal Data Download Request,Personlig data Nedladdning Begäran,
Phone,Telefon,
Phone No.,Telefon Nummer.,
Pie,Cirkel,
Pincode,Mobil,
Pink,Rosa,
Placeholder,Platshållare,
Plain Text,Vanlig Text,
Plant,Anläggning,
Please select the LDAP Directory being used,Välj LDAP Katalog Server,
Point Allocation Periodicity,Resultat Tilldelning Intervall,
Points,Resultat,
Polling,Polling,
Popover Element,Popover Element,
Popover or Modal Description,Popover eller Modal Beskrivning,
Port,Port,
Portal Menu,Portal Meny,
Portal Menu Item,Portal Meny Post,
Portal Settings,Portal Inställningar,
Position,Position,
Postal,Posten,
Postal Code,Postkod,
Posting Timestamp,Tidsstämpel,
Precision,Precision,
Preferred Billing Address,Standard Fakturering Adress,
Preferred Shipping Address,Standard Leverans Adress,
Prefix,Prefix,
Prepared Report,Förberedd Rapport,
Prepared Report Analytics,Förberedd Rapport Analys,
Prepared Report User,Förberedd Rapport Användare,
Preview,Förhandsgranska,
Preview HTML,Förhandsgranska HTML,
Preview Image,Förhandsgranska Bild,
Preview Message,Förhandsgranska Meddelande,
Preview of generated names,Förhandsgranskning av genererade namn,
Previous Hash,Föregående Hash,
Primary,Primär,
Primary Color,Primär Färg,
Print,Skriva ut,
Print Format,Utskriftsformat,
Print Format Builder,Utskrift Format Redigerare,
Print Format Builder Beta,Utskrift Format Redigerare Beta,
Print Format Field Template,Utskrift Format Fält Mall,
Print Format Help,Utskrift Format Hjälp,
Print Format Type,Utskrift Format Typ,
Print Hide,Dölj,
Print Hide If No Value,Dölj Utskrift om Ingen Värde,
Print Server,Skrivar Server,
Print Settings,Utskriftsinställningar,
Print Style,Utskrift Stil,
Print Style Name,Utskrift Stil Namn,
Print Style Preview,Utskrift Stil Förhandsvisning,
Print UOM after Quantity,Skriv UOM efter kvantitet,
Print Width,Utskrift Bredd,
"Print Width of the field, if the field is a column in a table","Utskrift Bredd för fält, om fält är kolumn i tabell",
Print taxes with zero amount,Skriv ut skatter med nollbelopp,
Print with letterhead,Utskrift med Sidhuvud,
Printer Name,Skrivare Namn,
Printing,Utskrift,
Priority,Prioritet,
Private,Privat,
Private Files (MB),Privata Filer (MB),
ProTip: Add <code>Reference: {{ reference_doctype }} {{ reference_name }}</code> to send document reference,Tips: Lägg <code>Referens: {{ reference_doctype }} {{ reference_name }}</code> för att skicka dokument referens,
Property,Egenskap,
Property Depends On,Egenskap Beror på,
Property Setter,Egenskap Sättare,
Property Setter overrides a standard DocType or Field property,Egenskap Sättare åsidosätter standard DocType eller Fält egenskap,
Property Type,Egenskap Typ,
"Provide a list of allowed file extensions for file uploads. Each line should contain one allowed file type. If unset, all file extensions are allowed. Example: <br>CSV<br>JPG<br>PNG",Ange lista över tillåtna filtillägg för fil uppladdningar. Varje rad ska innehålla tillåten filtyp. Om inte angivet är alla filtillägg tillåtna. Exempel: <br>CSV<br>JPG<br>PNG,
Provider,provider,
Provider Name,Leverantör Namn,
Public,Publik,
Public Files (MB),Publika Filer (MB),
Publish,Publicera,
Publish as a web page,Publicera som Webbsida,
Published,Publicerad,
Published On,Publicerad,
Publishing Dates,Publicering Datum,
Pull from Google Calendar,Hämta från Google Kalender,
Pull from Google Contacts,Hämta från Google Kontakter,
Pulled from Google Calendar,Hämtad från Google Kalender,
Pulled from Google Contacts,Hämtad från Google Kontakter,
Purchase Manager,Inköpsansvarig,
Purchase Master Manager,Inköpschef,
Purchase User,Inköpsanvändare,
Purple,Lila,
Push Notification Settings,Tryck ut Avisering Inställningar,
Push to Google Calendar,Skicka till Google Kalender,
Push to Google Contacts,Skicka till Google Kontakter,
Python,Python,
Quarterly,Kvartals,
Query,Dataförfråga,
Query / Script,Dataförfråga / Skript,
Query Options,Fråge Alternativ,
Query Parameters,Dataförfråga Parametrar,
Query Report,Dataförfråga Rapport,
Queue,Kö,
Queue Status,Kö Status,
Queue Type(s),Kö Typ(er),
Queue in Background (BETA),Kö i Bakgrund (Beta),
Queue(s),Kö(er),
Queued,I kö,
Queued At,I Kö,
Queued By,I Kö Av,
Queues,Kö ,
Quick Entry,Snabbinmatning,
Quick List Filter,Snabb List Filter,
Quick Lists,Snabb Listor,
RAW Information Log,RAW Information Logg,
RQ Job,RQ Jobb,
RQ Worker,RQ Worker,
Random,Slumpmässig,
Rate Limiting,Begränsa,
Rate Limits,Betyg Gräns,
Rate limit for email link login,Antal inloggningar via e-post länk,
Rating,Betyg,
Raw Commands,Rå Kommand,
Raw Email,Rå E-post,
Raw Printing,Direkt Utskrift,
Read,Läsa,
Read Only,Endast läs,
Read Only Depends On,Skrivskyddat Beroende På,
Read Only Depends On (JS),Skrivskyddat Beroende På (JS),
Read Time,Läs Tid,
Read by Recipient,Läst av Mottagare,
Read by Recipient On,Läst av Mottagare(Datum),
Readme,Läs,
Realtime (SocketIO),Realtid (SocketIO),
Reason,Anledning,
Received,Mottagna,
Receiver By Document Field,Mottagare efter Dokument Fält,
Receiver By Role,Mottagare efter Roll,
Receiver Parameter,Mottagare Parameter,
Recipient,Mottagare,
Recipient Unsubscribed,Mottagare Avregistrerad,
Recipients,mottagare,
Recorder,Inspelare,
Recorder Query,Inspelare Fråga,
Recorder Suggested Index,Spela in Föreslagna Index,
Red,Röd,
Redirect HTTP Status,Omdirigera HTTP Status,
Redirect URI,Omdirigera URI,
Redirect URI Bound To Auth Code,Omdirigera URI Bundet till Auth Kod,
Redirect URIs,Omdirigera URI,
Redirect URL,omdirigeringsadress,
Redirect to the selected app after login,Omdirigera till vald app efter inloggning,
Redirect to this URL after successful confirmation.,Omdirigera till denna URL efter framgångsrik bekräftelse.,
Redirects,Omdirigeringar,
Ref DocType,Referens DocType,
Reference,Referens,
Reference Date,Referensdatum,
Reference DocName,Referens Dokument Namn,
Reference DocType,Referens DocType,
Reference Docname,Referens Dokument Namn,
Reference Doctype,Referens DocType,
Reference Document,referensdokument,
Reference Document Name,Referensdokumentnamn,
Reference Document Type,Referensdokument Typ,
Reference Name,referens namn,
Reference Owner,Referens Ansvarig,
Reference Report,Referens Rapport,
Reference Type,Referens Typ,
Reference name,Referens Namn,
Referrer,Referens,
Refresh Google Sheet,Uppdatera Google Sheet,
Refresh Token,Uppdatera Token,
Rejected,Avvisad,
Relay Settings,Relay Inställningar,
Release Notes,Version Anvisningar,
Relinked,Omlänkad,
Reload,Ladda om,
Remember Last Selected Value,Kom ihåg Senast Valda Värde,
Remind At,Påminn Mig,
Reminder,Påminnelse,
Repeat Header and Footer,Upprepa Sidhuvud och Sidfot,
Repeat On,Intervall,
Repeat Till,Till Datum,
Repeat on Day,Upprepa Dagligen,
Repeat on Days,Upprepa på Dagar,
Repeat on Last Day of the Month,Upprepa Sista Dag i Månaden,
Repeat this Event,Återkommande Händelse,
Replied,Svarade,
Reply,Svara,
Report,Rapport,
Report Builder,Rapport Generator,
Report Column,Rapport Kolumn,
Report Description,Rapport Beskrivning,
Report Filter,Rapport Filter,
Report Filters,Rapport Sortering,
Report Hide,Dölj Rapport,
Report Information,Rapportera Information,
Report Manager,Rapport Ansvarig,
Report Name,Rapport Namn,
Report Ref DocType,Rapport Ref DokTyp,
Report Reference Doctype,Rapportera Referens DocType,
Report Type,Rapporttyp,
Reports,rapporter,
Represents a User in the system.,Representerar Användare i System.,
Represents the states allowed in one document and role assigned to change the state.,Representerar tillstånd som är tillåtna i dokument och roll tilldelad för att ändra tillstånd.,
Request Body,Begärd Av,
Request Data,Begäran Data,
Request Description,Begäran Beskrivning,
Request Headers,Begäran Rubriker,
Request ID,Begäran ID,
Request Limit,Antal Begäran,
Request Method,Begäran Sätt,
Request Structure,Begäran Struktur,
Request Timeout,Begäran Löpte Ut,
Request URL,Begäran URL,
Require Trusted Certificate,Erfodra Betrodd Certifikat,
"Requires any valid fdn path. i.e. ou=groups,dc=example,dc=com","Erfodrar giltig fdn sökväg. dvs ou=grupper,dc=exempel,dc=com",
"Requires any valid fdn path. i.e. ou=users,dc=example,dc=com","Erfodrar giltig fdn sökväg. dvs ou=Användare,dc=exempel,dc=com",
Reset Password Key,Återställ Lösenord Nyckel,
Reset Password Link Expiry Duration,Återställ Lösenord Länk Utgångstid,
Reset Password Template,Lösenord Återställning Mall,
Response,Svar,
Response ,Svar,
Response Type,Svar Typ,
Restored,Återställd,
Restrict IP,Begränsa till IP,
Restrict To Domain,Begränsa till Domän,
Restrict to Domain,Begränsa till Domän,
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Begränsa Användare endast från denna IP adress. Flera IP adresser kan läggas till genom att separera med komma tecken. Dessutom accepteras delvisa IP adresser som (111.111.111),
Retry,Försök igen,
Reverse Icon Color,Omvänd Ikon Färg,
Revert,Återställ,
Revert Of,Återställning av,
Reverted,Återställd,
Review,Recension,
Review Level,Recention Nivå,
Review Levels,Recention Nivåer,
Review Points,Recension Poäng ,
Revocation URI,Återkallande URI,
Revoked,Återkallad,
Rich Text,Rich Text ,
Right,Höger,
Right Bottom,Höger Nederst,
Right Center,Höger Center,
Robots.txt,Robots.txt,
Role,Roll,
Role Name,Roll Namn,
Role Permission for Page and Report,Roll Behörighet för Sida och Rapport,
Role Permissions,Roll Behörigheter,
Role Permissions Manager,Roll Behörigheter Hanterare,
Role Profile,Roll Profil,
Role and Level,Roll och Nivå,
Roles,Roller,
Roles & Permissions,Roller & Rättigheter,
Roles Assigned,Roller Tilldelade,
Roles HTML,Roller HTML,
Roles Html,Roller HTML,
Round Robin,Round Robin,
Rounding Method,Avrundning Sätt,
Route,Rutt,
Route History,Sökväg Historik,
Route Redirects,Sökväg Omdirigeringar,
"Route: Example ""/app""",Sökväg: Exempel '/app',
Row Index,Rad Index,
Row Indexes,Rad Index,
Row Name,Rad Namn,
Rows Added,Rader Tillagda ,
Rows Removed,Rader Borttagna ,
Rule,Regel,
Rule Conditions,Regel Villkor,
Rule Name,Regel Namn,
Rules defining transition of state in the workflow.,Regler som definierar övergång Tillstånd i Arbetsflöde.,
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Regler för hur tillstånd är Övergångar, som nästa Tillstånd och vilken roll som tillåts ändra Tillstånd etc.",
Rules with higher priority number will be applied first.,Regler med högre prioritet nummer tillämpas först.,
Run Jobs only Daily if Inactive For (Days),Kör Jobb Daglig endast om Inaktiv för (Dagar),
Run scheduled jobs only if checked,Kör Schemalagda jobb endast om aktiverad,
S3 Backup Settings,S3 Säkerhetskopia Inställningar,
S3 Bucket Details,S3 Skop Detaljer,
SMS,SMS,
SMS Gateway URL,SMS Server URL,
SMS Parameter,SMS Parameter,
SMS Settings,SMS Inställningar,
SMTP Settings for outgoing emails,SMTP Inställningar för utgående e-post,
SQL,SQL,
"SQL Conditions. Example: status=""Open""",SQL Villkor. Exempel: status = 'Open',
SQL Explain,SQL Förklaring,
SQL Output,SQL Resultat,
SQL Queries,SQL-Datafrågor,
SSL/TLS Mode,SSL/TLS Läge,
Sales Manager,FÖRSÄLJNINGSCHEF,
Sales Master Manager,Försäljnings master föreståndaren,
Sales User,Försäljningsanvändar,
Salesforce,Salesforce,
Salutation,Salutation,
Sample,Prov,
Saturday,Lördag,
Save,Spara,
Save on Completion,Spara Vid Klar,
Schedule,Tidtabell,
Schedule sending at a later time,Schemalägg Skicka vid senare tillfälle,
Scheduled,Planerad,
Scheduled Against,Schemalagd Mot,
Scheduled Job,Schemalagd Jobb,
Scheduled Job Log,Schemalagd Jobb Logg,
Scheduled Job Type,Schemalagd Jobb,
Scheduled Sending,Schemalagd Sändning,
Scheduled To Send,Schemalagd Att Skicka,
Scheduler,Schemaläggare,
Scheduler Event,Schemaläggare Händelse,
Scheduler Status,Schemaläggare Status,
Scope,Omfattning,
Scopes,Omfattningar,
Script,Skript,
Script Manager,Skript Ansvarig,
Script Report,Skript Rapport,
Script Type,Skript Typ,
Script to attach to all web pages.,Skript för att bifoga till alla webbsidor.,
Scripting,Skript,
Scripting / Style,Skript / Stil,
Scripts,Skript ,
Search,Sök,
Search Bar,Sökfält,
Search Fields,Sökfält,
Search Priorities,Sökprioriteringar,
Section,Sektion,
Section Break,Sektion Brytning,
Section ID,Sektion,
Security Settings,Säkerhet Inställningar,
Seen,Visad,
Seen By,Visas för Användare,
Seen By Table,Visning Tabell,
Select,Välj,
Select Dashboard,Välj Översikt Panel,
Select Date Range,Datum Intervall,
Select DocType,Välj DocType,
Select Doctype,Välj Doctype,
Select Document,Välj Dokument,
Select List View,Välj List Vy,
Select Page,Välj Sida,
Select Report,Välj Rapport,
Select Transaction,Välj Transaktion,
Select Workspace,Välj Arbetsyta,
Select an image of approx width 150px with a transparent background for best results.,Välj Bild med bredd på ca 150px med transparent bakgrund för bästa resultat.,
Select the label after which you want to insert new field.,Välj Etikett efter vilken du vill infoga nya fält.,
Send After,Skicka Efter,
Send Alert On,Skicka Avisering,
Send Email Alert,Skicka E-post Avisering,
Send Email At,Skicka E-post,
Send Email Print Attachments as PDF (Recommended),Skicka E-post Bilagor som PDF (Rekommenderas),
Send Email for Successful Backup,Skicka E-post för Säkerhetskopiering Klar,
Send Email for Successful backup,Skicka E-post för Säkerhetskopiering Klar,
Send Me A Copy of Outgoing Emails,Skicka Kopia av Utgående E-post Meddelande,
Send Notification To,Skicka Avisering till,
Send Notification to,Skicka Avisering till,
Send Notifications For Documents Followed By Me,Skicka Avisering för Dokument på min Följ Lista,
Send Notifications For Email Threads,Skicka Avisering för E-post Trådar,
Send Notifications To,Skicka Aviseringar till,
Send Print as PDF,Skicka Utskrift som PDF,
Send System Notification,Skicka System Avisering,
Send To All Assignees,Skicka till alla Tilldelade,
Send Unsubscribe Link,Skicka Avregistrering Länk,
Send Web View Link,Skicka Webb Vy Länk,
Send Welcome Email,Skicka Välkomst E-post,
Send alert if date matches this field's value,Skicka avisering om datum stämmer med detta fält värde,
Send alert if this field's value changes,Skicka avisering om detta fält värde ändras,
Send an email reminder in the morning,Skicka e-post påminnelse på morgonen,
Send days before or after the reference date,Skicka dagar före eller efter referens datum,
Send enquiries to this email address,Skicka Förfrågningar till denna E-post,
Send only if there is any data,Skicka endast om det finns någon data,
Send unsubscribe message in email,Skicka Avregistrering Meddelande i E-post,
Sender,Avsändare,
Sender Email,Avsändare E-post,
Sender Email Field,Avsändare E-post Fält,
Sender Name,Avsändarnamn,
Sender Name Field,Avsändare Namn Fält,
Sendgrid,Sendgrid,
Sending,Sända,
Sent,Skickat,
Sent Folder Name,"""Skickad"" Mapp Namn",
Sent Read Receipt,Läsbekräftelse Skickad,
Sent or Received,Skickad eller Mottagen,
Sent/Received Email,E-post,
Separator,Separator,
Sequence Id,Sekvens Id,
Series List for this Transaction,Nummer Serie Lista för denna Transaktion,
Server Action,Server Åtgärd,
Server IP,Server IP,
Server Script,Server Skript,
Service,Tjänsten,
Session Default,Session Standard,
Session Default Settings,Session Standard Inställningar,
Session Defaults,Session Inställningar,
Session Expiry (idle timeout),Session Förfaller (Tid av Inaktivitet),
Set Banner from Image,Ange Banderoll från Bild,
"Set Default Options for all charts on this Dashboard (Ex: ""colors"": [""#d1d8dd"", ""#ff5858""])","Ange Standard Alternativ för alla diagram för Översikt Panel (Ex: 'färger': ['#d1d8dd', '#ff5858'])",
Set Naming Series options on your transactions.,Ange Nummer Serie alternativ för transaktioner,
Set New Password,Ange ny Lösenord,
Set Property After Alert,Ange Egenskap efter Alert,
Set Role For,Ange Roll För,
Set Value,Ange Värde,
Set by user,Anges av Användare,
Set non-standard precision for a Float or Currency field,Ange ej Standard Precision för Komma eller Valuta Fält,
Set only once,Ange endast en gång,
Set size in MB,Ange storlek i MB,
"Set the filters here. For example:
<pre class=""small text-muted""><code>
[{
	fieldname: ""company"",
	label: __(""Company""),
	fieldtype: ""Link"",
	options: ""Company"",
	default: frappe.defaults.get_user_default(""Company""),
	reqd: 1
},
{
	fieldname: ""account"",
	label: __(""Account""),
	fieldtype: ""Link"",
	options: ""Account"",
	reqd: 1
}]
</code></pre>","Ange Filter här.Till Exempel:
<pre class=""small text-muted""><code>
[{
	fieldname: ""company"",
	label: __(""Company""),
	fieldtype: ""Link"",
	options: ""Company"",
	default: frappe.defaults.get_user_default(""Company""),
	reqd: 1
},
{
	fieldname: ""account"",
	label: __(""Account""),
	fieldtype: ""Link"",
	options: ""Account"",
	reqd: 1
}]
</code></pre>",
"Set the path to a whitelisted function that will return the data for the number card in the format:

<pre class=""small text-muted""><code>
{
	""value"": value,
	""fieldtype"": ""Currency"",
	""route_options"": {""from_date"": ""2023-05-23""},
	""route"": [""query-report"", ""Permitted Documents For User""]
}</code></pre>","Ange sökväg till vitlistad funktion som kommer att returnera data för nummerkort i följande format:

<pre class=""small text-muted""><code>
{
	""value"": value,
	""fieldtype"": ""Currency"",
	""route_options"": {""from_date"": ""2023-05-23""},
	""route"": [""query-report"", ""Permitted Documents For User""]
}</code></pre>",
Settings,Inställningar,
Settings Dropdown,Inställning Rullgardin Meny,
Settings for Contact Us Page,Inställmningar för Kontakta Oss Sida,
Settings for the About Us Page,Inställningar för Kontakta Oss Sida,
Settings to control blog categories and interactions like comments and likes,Inställningar för att kontrollera blogg kategorier och interaktioner som kommentarer och gillar,
Setup,Inställning,
Setup Complete,Konfigurering Klar,
Setup Series for transactions,Ange Nummer Serie för Transaktioner,
Setup Wizard,Installationsguiden,
Share,Dela ,
Shared,Delad,
Shipping,Leverans,
Shop,Butik,
Short Name,Kort Namn,
Shortcuts,Genvägar,
"Show ""Call to Action"" in Blog","Visa ""Funktion Knapp"" i Blogg",
Show Absolute Values,Visa Absoluta Värden,
Show Attachments,Visa Bilagor,
Show Currency Symbol on Right Side,Visa Valuta Symbol efter Belopp,
Show Dashboard,Visa Översikt Panel,
Show Document,Visa dokument,
Show First Document Tour,Visa Första Dokument Tur,
Show Form Tour,Visa Formulär Tur,
Show Full Error and Allow Reporting of Issues to the Developer,Visa Fel och Tillåt Rapportering av Ärende till Utvecklare,
Show Full Form?,Visa Fullständig Formulär ?,
Show Labels,Visa Etiketter,
Show Language Picker,Visa Språk Väljare,
Show Line Breaks after Sections,Visa Rad Brytningar efter Sektioner,
Show List,Visa Lista,
Show Only Failed Logs,Visa Endast Misslyckade Logg,
Show Percentage Stats,Visa Procent Statistik,
Show Preview Popup,Visa Förhandsgranska Pop-upp,
Show Processlist,Visa Process Lista,
Show Report,Visa Rapport,
Show Section Headings,Visa Sektion Huvud Rubriker,
Show Sidebar,Visa Sidofält,
Show Title,Visa Titel,
Show Title in Link Fields,Visa Titel i Länk Fält,
Show account deletion link in My Account page,Visa konto borttagning länk på Mitt Konto sida,
Show as cc,Visa som Kopia Till,
Show footer on login,Visa Sidfot på Logga In Sida,
Show full form instead of a quick entry modal,Visa Fullständig Formulär istället för Snabbt Redigering Läge,
Show in Module Section,Visa i Modul Sektion,
Show in filter,Visa i Filter,
Show link to document,Visa Länk till Dokument,
Show on Timeline,Visa på Tidslinje,
Show percentage difference according to this time interval,Visa procentuell skillnad enligt detta tidsintervall,
"Show title in browser window as ""Prefix - title""",Visar Titel i webbläsare fönster som 'Prefix - Titel',
Sidebar,Sidofält,
Sidebar Items,Sidofält Element,
Sidebar Settings,Sidofält Inställningar,
Sidebar and Comments,Sidofält och Kommentarer,
Sign Up and Confirmation,Registrering och Bekräftelse,
Sign ups,Registreringar,
Signature,Signatur,
"Simple Python Expression, Example: Status in (""Closed"", ""Cancelled"")","Enkel Python Uttryck, Exempel: Status in ('Closed', 'Cancelled')",
"Simple Python Expression, Example: Status in (""Invalid"")","Enkel Python Uttryck, Exempel: Status in ('Invalid')",
"Simple Python Expression, Example: status == 'Open' and type == 'Bug'","Enkel Python Uttryck, Exempel: Status == 'Open' and type == 'Bug'",
Simultaneous Sessions,Samtidiga Sessioner,
Single Types have only one record no tables associated. Values are stored in tabSingles,Enskilda Typer har endast en post inga tabeller associerade. Värden lagras i tabSingles,
Size (MB),Storlek (MB),
Skip Authorization,Hoppa Över Auktorisering,
Skipped,Hoppade över,
Skype,Skype,
Slack,Slack,
Slack Channel,Slack Kanal,
Slack Webhook URL,Slack Webhook URL,
Slideshow,Bildspel,
Slideshow Items,Bildspel Poster,
Slideshow Name,Bildspel Namn,
Slideshow like display for the website,Bildspel som visning för Webbplats,
Small Text,Smal Text,
Smallest Currency Fraction Value,Minsta Valuta Bråkdel Värde,
Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Minsta bråk enhet (mynt). För t.ex. 1 öre för SEK och ska anges som 0,01",
Social,Social,
Social Link Settings,Social Länk Inställningar,
Social Link Type,Social Länk Typ,
Social Login Key,Social Inloggning Nyckel,
Social Login Provider,Social Inloggning Leverantör,
Social Logins,Sociala Inloggningar,
SocketIO Ping Check,SocketIO Ping Kontroll,
SocketIO Transport Mode,SocketIO Transport Sätt,
